source,target,weight
103165,103165,1.0
103165,103165,1.0
103165,103165,1.0
103165,59140,1.0
103165,56147,0.653
103165,28534,0.069
103165,103165,0.049
103165,1065118,0.021
103165,418526,0.014
103165,449510,0.014
103165,677496,0.014
103165,310271,0.014
103165,362465,0.007
103165,78752,0.007
103165,1273291,0.007
103165,6883,0.007
103165,33544,0.007
103165,37650,0.007
103165,325476,0.007
103165,23062,0.007
103165,425863,0.007
103165,2909,0.007
103165,1118323,0.007
103165,153937,0.007
103165,251288,0.007
103165,692211,0.007
103165,46775,0.007
103165,56947,0.007
103165,87773,0.007
103165,858700,0.007
103165,18957,0.007
103165,45837,0.007
103165,122749,0.007
103165,228012,0.007
103165,103165,1.0
103165,103165,1.0
103165,103165,1.0
103165,103165,1.0
103165,103165,1.0
103165,103165,1.0
103165,103165,1.0
103165,103165,1.0
103165,103165,1.0
103165,103165,1.0
103165,103165,1.0
103165,103165,1.0
103165,103165,1.0
103165,103165,1.0
103165,103165,1.0
103165,103165,1.0
103165,103165,1.0
1431984,230541,0.7
1431984,31223,0.232
1431984,1175380,0.015
1431984,536984,0.008
1431984,579233,0.003
1431984,400538,0.003
1431984,265902,0.003
1431984,2523305,0.003
1431984,202799,0.002
1431984,444344,0.002
1431984,1612169,0.002
1431984,1294785,0.002
1431984,382136,0.002
1431984,471903,0.002
1431984,4141669,0.002
1431984,289174,0.002
1431984,33569,0.002
1431984,638,0.002
1431984,98601,0.001
1431984,9220038,0.001
1431984,6148980,0.001
1431984,57576,0.001
1431984,145272,0.001
1431984,12149,0.001
1431984,46036,0.001
1431984,402462,0.001
1431984,1355481,0.001
1431984,57199,0.001
1431984,27721,0.001
1431984,181635,0.001
1431984,1431984,1.0
1431984,1431984,1.0
1431984,438920,0.667
1431984,1431984,0.333
1431984,289492,1.0
1431984,197322,0.909
1431984,39461,0.091
1431984,1889575,0.308
1431984,1699443,0.214
1431984,863730,0.145
1431984,37534,0.136
1431984,327943,0.041
1431984,727482,0.022
1431984,990216,0.019
1431984,91585,0.013
1431984,760008,0.01
1431984,193596,0.01
1431984,429154,0.008
1431984,4371429,0.006
1431984,10695,0.005
1431984,153287,0.005
1431984,128295,0.005
1431984,206320,0.004
1431984,323761,0.004
1431984,57655,0.004
1431984,131699,0.004
1431984,1154867,0.004
1431984,833322,0.004
1431984,898340,0.003
1431984,173784,0.003
1431984,119358,0.003
1431984,361645,0.003
1431984,1737398,0.003
1431984,457674,0.003
1431984,4604933,0.003
1431984,1226539,0.003
1431984,57680,0.003
1431984,1431984,1.0
1431984,887610,0.151
1431984,347,0.139
1431984,2072686,0.122
1431984,954402,0.11
1431984,13026,0.098
1431984,340,0.054
1431984,833383,0.054
1431984,97400,0.039
1431984,1914,0.024
1431984,2923,0.02
1431984,7130,0.017
1431984,23423,0.015
1431984,1112299,0.015
1431984,25774,0.015
1431984,44789,0.012
1431984,378038,0.012
1431984,15688,0.012
1431984,97820,0.01
1431984,36123,0.01
1431984,348,0.01
1431984,3223,0.01
1431984,48745,0.01
1431984,65078,0.007
1431984,126537,0.007
1431984,1044277,0.005
1431984,6351,0.005
1431984,325821,0.005
1431984,341387,0.005
1431984,1431984,0.005
1431984,1014540,0.005
1431984,11006573,1.0
1431984,1431984,1.0
1431984,1431984,1.0
1431984,134,0.477
1431984,1100176,0.294
1431984,2180153,0.028
1431984,124661,0.018
1431984,395621,0.009
1431984,440926,0.009
1431984,11095,0.009
1431984,846931,0.009
1431984,156139,0.009
1431984,950301,0.009
1431984,81170,0.009
1431984,175652,0.009
1431984,4672,0.009
1431984,414090,0.009
1431984,522155,0.009
1431984,182228,0.009
1431984,4951910,0.009
1431984,178890,0.009
1431984,228734,0.009
1431984,311914,0.009
1431984,64469,0.009
1431984,30484,0.009
1431984,76071,0.009
1431984,4028193,0.009
1431984,1431984,1.0
1431984,1431984,1.0
1431984,1431984,1.0
1431984,306088,0.493
1431984,130735,0.226
1431984,2661,0.103
1431984,2939,0.075
1431984,2857,0.027
1431984,83470,0.027
1431984,87115,0.014
1431984,28401,0.014
1431984,93973,0.007
1431984,73047,0.007
1431984,1227014,0.007
1431984,1431984,1.0
1431984,84072,0.792
1431984,75895,0.111
1431984,9829,0.014
1431984,8633,0.014
1431984,8701,0.014
1431984,144124,0.014
1431984,319655,0.014
1431984,3432,0.014
1431984,153317,0.014
1431984,103165,1.0
1431984,1431984,1.0
1431984,1431984,1.0
1431984,1431984,1.0
1431984,1431984,1.0
1431984,1431984,1.0
1431984,42336,0.949
1431984,458055,0.021
1431984,1051,0.008
1431984,603900,0.003
1431984,126355,0.003
1431984,1922783,0.001
1431984,537700,0.001
1431984,13964,0.001
1431984,794632,0.001
1431984,216339,0.001
1431984,174160,0.001
1431984,1690675,0.001
1431984,311914,0.001
1431984,182663,0.001
1431984,25085792,0.001
1431984,31063,0.001
1431984,6968611,0.001
1431984,1819,0.001
1431984,1431984,1.0
38240,38240,1.0
38240,38240,1.0
38240,38240,0.875
38240,6739099,0.062
38240,23040076,0.062
38240,38240,1.0
38240,2354663,0.643
38240,38240,0.357
38240,2973056,1.0
38240,525733,1.0
38240,2061937,0.6
38240,2257156,0.4
38240,38240,0.963
38240,233737,0.037
38240,38240,0.6
38240,2445019,0.25
38240,2647607,0.15
38240,38240,1.0
38240,9287,0.563
38240,983798,0.197
38240,418097,0.101
38240,17535,0.084
38240,1716463,0.009
38240,298166,0.008
38240,617481,0.005
38240,5124609,0.004
38240,733364,0.003
38240,43438,0.002
38240,62224,0.002
38240,450625,0.002
38240,110020,0.002
38240,110455,0.002
38240,46586,0.002
38240,722880,0.001
38240,51505,0.001
38240,205760,0.001
38240,194609,0.001
38240,364532,0.001
38240,1404810,0.001
38240,569,0.001
38240,14018963,0.001
38240,692459,0.001
38240,32551,0.001
38240,479538,0.001
38240,50854,0.001
38240,2289,0.001
38240,652793,0.001
38240,3536982,0.001
38240,5342,0.569
38240,24772,0.431
38240,887,0.983
38240,173595,0.003
38240,1311043,0.003
38240,703563,0.003
38240,404,0.003
38240,7757,0.003
38240,1203995,0.003
38240,38240,0.806
38240,401064,0.194
38240,38240,0.955
38240,117722,0.018
38240,23040076,0.018
38240,405998,0.009
38240,398893,0.802
38240,468479,0.052
38240,1696024,0.042
38240,1268518,0.031
38240,8738,0.021
38240,38240,0.021
38240,1894191,0.01
38240,1812267,0.01
38240,3630346,0.01
38240,38240,1.0
38240,38240,1.0
38240,757,0.589
38240,1316992,0.113
38240,1538624,0.098
38240,47388,0.039
38240,543312,0.038
38240,17342435,0.023
38240,359399,0.015
38240,1094411,0.011
38240,367619,0.011
38240,136558,0.011
38240,718899,0.007
38240,3444,0.005
38240,2991640,0.005
38240,3579179,0.004
38240,147298,0.003
38240,1398375,0.002
38240,315601,0.002
38240,298166,0.002
38240,92214,0.002
38240,286093,0.002
38240,551348,0.002
38240,1266178,0.002
38240,223555,0.001
38240,505619,0.001
38240,599019,0.001
38240,1381925,0.001
38240,665260,0.001
38240,1427621,0.001
38240,1413330,0.001
38240,144915,0.001
38240,13041,0.771
38240,71256,0.047
38240,1498227,0.047
38240,84792,0.028
38240,211335,0.012
38240,18679,0.011
38240,1498449,0.008
38240,746604,0.006
38240,5968785,0.006
38240,470181,0.005
38240,501018,0.005
38240,4103081,0.004
38240,479538,0.004
38240,1263321,0.004
38240,134936,0.004
38240,38240,0.004
38240,24553,0.004
38240,25254,0.004
38240,1056976,0.002
38240,238531,0.002
38240,62809,0.002
38240,12997,0.002
38240,895281,0.002
38240,322289,0.002
38240,398530,0.002
38240,9556,0.002
38240,775227,0.002
38240,37922,0.002
38240,2272516,0.002
38240,28071,0.001
38240,2973056,0.625
38240,38240,0.375
38240,1881725,0.295
38240,498293,0.178
38240,3247106,0.08
38240,1009585,0.039
38240,1218420,0.034
38240,1448194,0.03
38240,16157429,0.03
38240,733364,0.025
38240,2033517,0.025
38240,952783,0.023
38240,7988361,0.022
38240,126263,0.016
38240,476364,0.016
38240,27005,0.014
38240,12428415,0.012
38240,250617,0.012
38240,21505,0.012
38240,2647016,0.012
38240,577378,0.012
38240,1423566,0.011
38240,335467,0.011
38240,5533717,0.011
38240,1557092,0.011
38240,755844,0.011
38240,1121889,0.011
38240,5187404,0.009
38240,577345,0.009
38240,98301,0.009
38240,231804,0.009
38240,13208,0.009
38240,71047,0.597
38240,381801,0.078
38240,419821,0.056
38240,32467162,0.046
38240,21834,0.031
38240,339286,0.027
38240,3924690,0.02
38240,4388699,0.016
38240,16143594,0.014
38240,3461087,0.012
38240,163561,0.009
38240,5808108,0.008
38240,3629876,0.007
38240,1193520,0.006
38240,4248177,0.006
38240,2595058,0.006
38240,7683393,0.006
38240,450559,0.006
38240,7007253,0.005
38240,1156093,0.005
38240,3766777,0.005
38240,495730,0.004
38240,98955,0.004
38240,20753323,0.004
38240,2019387,0.004
38240,2112202,0.004
38240,1105659,0.004
38240,5663877,0.003
38240,6520022,0.003
38240,40799,0.003
38240,38240,1.0
38240,38240,1.0
38240,110953,0.675
38240,1066253,0.103
38240,170270,0.094
38240,9906,0.043
38240,398893,0.026
38240,1800018,0.009
38240,419884,0.009
38240,127535,0.009
38240,178376,0.009
38240,709159,0.009
38240,393358,0.009
38240,38240,0.009
38240,38240,1.0
38240,2061937,0.959
38240,201344,0.016
38240,1403438,0.011
38240,2257156,0.008
38240,333865,0.003
38240,38240,0.003
38240,38240,0.669
38240,23040076,0.114
38240,14790466,0.114
38240,27856297,0.065
38240,613956,0.006
38240,843958,0.003
38240,1862580,0.003
38240,385716,0.003
38240,557895,0.003
38240,2909337,0.003
38240,25923790,0.003
38240,51289,0.003
38240,1491856,0.003
38240,922234,0.003
38240,887984,0.003
56095525,6480345,1.0
56095525,56095525,1.0
56095525,56095525,1.0
56095525,56095525,1.0
19634224,19634224,0.852
19634224,48348070,0.102
19634224,2113544,0.023
19634224,19161836,0.011
19634224,20106478,0.011
19634224,44483550,0.589
19634224,783844,0.103
19634224,4667922,0.028
19634224,2328571,0.028
19634224,11133686,0.019
19634224,5545640,0.019
19634224,9201969,0.019
19634224,1657200,0.019
19634224,26602940,0.009
19634224,3437674,0.009
19634224,22536934,0.009
19634224,1015922,0.009
19634224,468559,0.009
19634224,23147020,0.009
19634224,12107203,0.009
19634224,11158705,0.009
19634224,20599486,0.009
19634224,7915719,0.009
19634224,19508417,0.009
19634224,17599809,0.009
19634224,4365070,0.009
19634224,20651387,0.009
19634224,6829601,0.009
19634224,588581,0.009
19634224,2398765,0.009
19634224,8534653,0.009
19634224,6440501,0.009
19634224,12042259,1.0
19634224,19634224,1.0
19634224,19634224,0.98
19634224,1248659,0.01
19634224,16183570,0.01
19634224,40300434,1.0
19634224,19634224,1.0
19634224,19634224,1.0
19634224,19634224,1.0
19634224,19634224,1.0
19634224,19634224,1.0
19634224,19634224,1.0
19634224,19634224,1.0
19634224,167837,0.734
19634224,6681934,0.104
19634224,747028,0.035
19634224,2274617,0.015
19634224,1754066,0.015
19634224,646843,0.012
19634224,1057882,0.012
19634224,1121616,0.01
19634224,2162645,0.01
19634224,14361294,0.006
19634224,1957483,0.004
19634224,11623828,0.004
19634224,8443926,0.002
19634224,17849293,0.002
19634224,1006477,0.002
19634224,1360226,0.002
19634224,10593444,0.002
19634224,1128757,0.002
19634224,485054,0.002
19634224,359526,0.002
19634224,312578,0.002
19634224,7472151,0.002
19634224,7676371,0.002
19634224,15247,0.002
19634224,376594,0.002
19634224,2594347,0.002
19634224,3828167,0.002
19634224,3097015,0.002
19634224,5213906,0.002
19634224,19514611,0.002
19634224,19634224,1.0
19634224,19634224,1.0
19634224,19634224,1.0
19634224,19634224,1.0
19634224,4479536,0.948
19634224,19634224,0.021
19634224,119349,0.015
19634224,11610129,0.01
19634224,11247181,0.005
19634224,19634224,1.0
19634224,19634224,1.0
19634224,19634224,1.0
19634224,19634224,1.0
19634224,4604464,0.545
19634224,396613,0.209
19634224,1794715,0.075
19634224,19634224,0.06
19634224,1906051,0.015
19634224,8572027,0.015
19634224,20651387,0.015
19634224,1028593,0.007
19634224,192142,0.007
19634224,8100,0.007
19634224,7069222,0.007
19634224,2578089,0.007
19634224,47338118,0.007
19634224,10617485,0.007
19634224,5065989,0.007
19634224,705582,0.007
19634224,19634224,1.0
19634224,19634224,1.0
19634224,19634224,1.0
19634224,19634224,1.0
19634224,19634224,0.963
19634224,22736026,0.007
19634224,30883354,0.007
19634224,7278304,0.003
19634224,5185660,0.003
19634224,11352223,0.003
19634224,2708346,0.003
19634224,15703818,0.003
19634224,16746759,0.003
19634224,9417680,0.003
22736026,12030806,0.909
22736026,5221444,0.091
22736026,22736026,1.0
22736026,22736026,1.0
22736026,6721195,0.847
22736026,8027676,0.102
22736026,22736026,0.051
22736026,12107462,1.0
22736026,22736026,1.0
22736026,7198338,0.675
22736026,209542,0.238
22736026,933808,0.079
22736026,8518239,0.008
22736026,6075558,1.0
22736026,178028,0.361
22736026,464192,0.255
22736026,16417,0.181
22736026,520723,0.042
22736026,29803,0.031
22736026,327925,0.02
22736026,2675658,0.014
22736026,304612,0.013
22736026,803263,0.008
22736026,206171,0.008
22736026,317113,0.007
22736026,104003,0.007
22736026,472188,0.007
22736026,1446876,0.006
22736026,138943,0.005
22736026,463344,0.004
22736026,1357496,0.004
22736026,130780,0.003
22736026,602385,0.003
22736026,1547,0.003
22736026,238690,0.002
22736026,836975,0.002
22736026,1487560,0.002
22736026,5271761,0.002
22736026,226037,0.002
22736026,7132817,0.002
22736026,290859,0.002
22736026,886296,0.002
22736026,39889,0.002
22736026,1218002,0.002
22736026,22736026,1.0
22736026,22736026,1.0
22736026,19634224,0.985
22736026,2708346,0.005
22736026,22736026,0.005
22736026,16746759,0.005
30883354,30883354,0.993
30883354,49699333,0.006
30883354,31919211,0.001
30883354,30883354,1.0
30883354,30883354,1.0
30883354,30883354,1.0
30883354,30883354,1.0
30883354,30883354,1.0
30883354,30883354,1.0
30883354,30883354,1.0
30883354,30883354,1.0
30883354,19634224,0.965
30883354,22736026,0.007
30883354,30883354,0.007
30883354,7278304,0.003
30883354,11352223,0.003
30883354,2708346,0.003
30883354,15703818,0.003
30883354,16746759,0.003
30883354,9417680,0.003
30883354,30883354,1.0
30883354,30883354,0.909
30883354,49699333,0.091
30883354,30883354,1.0
7278304,19634224,0.98
7278304,1248659,0.01
7278304,16183570,0.01
7278304,3880963,0.114
7278304,933808,0.114
7278304,5563461,0.086
7278304,7981826,0.057
7278304,730813,0.057
7278304,5622332,0.057
7278304,20106455,0.057
7278304,9172247,0.057
7278304,720110,0.029
7278304,3771055,0.029
7278304,5840111,0.029
7278304,11363529,0.029
7278304,22948783,0.029
7278304,22998795,0.029
7278304,3192330,0.029
7278304,219341,0.029
7278304,2703696,0.029
7278304,9316460,0.029
7278304,2153691,0.029
7278304,15091994,0.029
7278304,11522661,0.029
7278304,6274152,0.029
7278304,3402102,0.883
7278304,7278304,0.117
7278304,922071,0.707
7278304,548250,0.107
7278304,15047997,0.107
7278304,2140287,0.027
7278304,8385325,0.027
7278304,2790092,0.013
7278304,315403,0.013
7278304,19634224,0.977
7278304,22736026,0.009
7278304,2708346,0.005
7278304,16746759,0.005
7278304,9417680,0.005
5185660,10670661,0.509
5185660,7183428,0.491
5185660,8281875,0.46
5185660,35068020,0.187
5185660,25749162,0.064
5185660,58338413,0.055
5185660,16862997,0.049
5185660,31792358,0.039
5185660,10181183,0.039
5185660,13894696,0.018
5185660,22450188,0.016
5185660,15319886,0.01
5185660,11977524,0.008
5185660,16218985,0.007
5185660,21293048,0.005
5185660,4183876,0.005
5185660,23417897,0.004
5185660,6687119,0.004
5185660,132889,0.003
5185660,729230,0.003
5185660,6097052,0.003
5185660,23243382,0.002
5185660,16519090,0.002
5185660,42976312,0.002
5185660,8242082,0.002
5185660,4496904,0.002
5185660,2828303,0.002
5185660,13534265,0.001
5185660,1694112,0.001
5185660,24471188,0.001
5185660,18341459,0.001
5185660,8836578,0.001
5185660,17788569,0.546
5185660,29474138,0.086
5185660,27343592,0.026
5185660,20338789,0.026
5185660,25405707,0.023
5185660,36950025,0.02
5185660,16001446,0.02
5185660,26465453,0.014
5185660,3280355,0.014
5185660,9716820,0.014
5185660,482524,0.014
5185660,44469683,0.014
5185660,34401078,0.011
5185660,24794539,0.011
5185660,24985816,0.011
5185660,27474968,0.011
5185660,5001704,0.011
5185660,7110913,0.011
5185660,3253145,0.011
5185660,32392044,0.011
5185660,3316818,0.011
5185660,39225757,0.011
5185660,14218714,0.009
5185660,12071697,0.009
5185660,34946969,0.009
5185660,4355017,0.009
5185660,6382186,0.009
5185660,14280145,0.009
5185660,28289448,0.009
5185660,26600368,0.009
5185660,8178407,1.0
5185660,25276,1.0
5185660,6196064,1.0
5185660,643040,0.54
5185660,1063454,0.408
5185660,3833658,0.007
5185660,4594128,0.006
5185660,2216119,0.004
5185660,10303400,0.003
5185660,16673782,0.003
5185660,122777,0.003
5185660,16768293,0.002
5185660,5252386,0.002
5185660,4968007,0.002
5185660,636814,0.001
5185660,7886615,0.001
5185660,415044,0.001
5185660,6098556,0.001
5185660,8848375,0.001
5185660,308074,0.001
5185660,6070939,0.001
5185660,10709698,0.001
5185660,4338333,0.001
5185660,15380009,0.001
5185660,10362952,0.001
5185660,162987,0.001
5185660,26602940,0.001
5185660,39324982,0.001
5185660,1329114,0.001
5185660,676134,0.001
5185660,4724505,0.001
5185660,15611832,0.001
5185660,20434351,0.001
5185660,1453161,0.8
5185660,200575,0.2
5185660,32422075,0.679
5185660,18133202,0.143
5185660,3695164,0.107
5185660,13743297,0.071
5185660,10350960,0.703
5185660,9794516,0.251
5185660,751491,0.045
5185660,400117,0.002
5185660,49256,0.872
5185660,939710,0.128
5185660,259392,1.0
5185660,818865,0.747
5185660,283778,0.072
5185660,355366,0.06
5185660,279016,0.024
5185660,3899563,0.024
5185660,992835,0.024
5185660,1377567,0.012
5185660,1096485,0.012
5185660,308276,0.012
5185660,3115882,0.012
5185660,1950232,0.926
5185660,5380790,0.046
5185660,3105014,0.009
5185660,1390651,0.005
5185660,288117,0.005
5185660,3250169,0.005
5185660,725406,0.005
5185660,940070,0.503
5185660,1099559,0.201
5185660,202527,0.073
5185660,2165646,0.05
5185660,87168,0.022
5185660,497298,0.017
5185660,477881,0.017
5185660,8388,0.011
5185660,5543229,0.011
5185660,1104728,0.006
5185660,697707,0.006
5185660,1842797,0.006
5185660,1333860,0.006
5185660,114588,0.006
5185660,745095,0.006
5185660,733821,0.006
5185660,1262584,0.006
5185660,1393845,0.006
5185660,2250760,0.006
5185660,1109167,0.006
5185660,542168,0.006
5185660,1992187,0.006
5185660,1881921,0.006
5185660,167772,0.006
5185660,676670,0.006
5185660,1114387,0.006
5185660,1320204,0.737
5185660,1000759,0.043
5185660,1016365,0.022
5185660,876227,0.016
5185660,2952427,0.016
5185660,2115718,0.016
5185660,440189,0.011
5185660,949962,0.011
5185660,1799825,0.011
5185660,2191731,0.011
5185660,991587,0.005
5185660,1112718,0.005
5185660,367079,0.005
5185660,1021701,0.005
5185660,12599965,0.005
5185660,3092978,0.005
5185660,7718991,0.005
5185660,2643569,0.005
5185660,1126594,0.005
5185660,1854633,0.005
5185660,1066322,0.005
5185660,9685146,0.005
5185660,947110,0.005
5185660,812795,0.005
5185660,154775,0.005
5185660,176665,0.005
5185660,4112409,0.005
5185660,3065291,0.005
5185660,4930670,0.005
5185660,2395758,0.005
5185660,1016365,0.824
5185660,570959,0.034
5185660,14790466,0.028
5185660,13887564,0.011
5185660,3735902,0.01
5185660,5377501,0.009
5185660,6780471,0.008
5185660,1229177,0.007
5185660,3976183,0.005
5185660,108938,0.005
5185660,4069585,0.005
5185660,846306,0.005
5185660,2943047,0.004
5185660,231618,0.004
5185660,2840504,0.004
5185660,5303269,0.003
5185660,15379981,0.003
5185660,14833645,0.003
5185660,8938562,0.003
5185660,1446388,0.003
5185660,8420490,0.003
5185660,696345,0.003
5185660,7594920,0.003
5185660,5610467,0.003
5185660,1107171,0.003
5185660,2532125,0.002
5185660,5804569,0.002
5185660,13794293,0.002
5185660,901354,0.002
5185660,5566282,0.002
5185660,338488,0.724
5185660,1753085,0.092
5185660,4107730,0.034
5185660,167772,0.023
5185660,2787503,0.023
5185660,746837,0.023
5185660,126757,0.011
5185660,101073,0.011
5185660,1965587,0.011
5185660,554718,0.011
5185660,1882579,0.011
5185660,693982,0.011
5185660,2489514,0.011
5185660,687638,0.971
5185660,442115,0.029
5185660,8167190,0.679
5185660,1297448,0.179
5185660,27914368,0.107
5185660,108938,0.036
5185660,5278131,1.0
5185660,25180681,0.488
5185660,29139614,0.167
5185660,5565407,0.114
5185660,448783,0.096
5185660,1754873,0.078
5185660,4967600,0.028
5185660,508118,0.007
5185660,36460528,0.007
5185660,570861,0.004
5185660,6569980,0.004
5185660,8167190,0.004
5185660,195494,0.004
5185660,4967600,0.511
5185660,16724,0.255
5185660,5750,0.085
5185660,328001,0.043
5185660,5565407,0.021
5185660,16096339,0.021
5185660,134624,0.021
5185660,36460528,0.021
5185660,1831709,0.021
5185660,841294,0.223
5185660,29139614,0.159
5185660,25180681,0.108
5185660,5565407,0.1
5185660,54485,0.097
5185660,6569980,0.076
5185660,1080411,0.035
5185660,448783,0.028
5185660,4967600,0.022
5185660,1216917,0.022
5185660,1028572,0.022
5185660,16724,0.019
5185660,2946769,0.014
5185660,743976,0.009
5185660,29644393,0.009
5185660,9259509,0.009
5185660,5351262,0.007
5185660,14790466,0.006
5185660,1297448,0.004
5185660,18017067,0.004
5185660,23040076,0.004
5185660,172936,0.003
5185660,2042567,0.003
5185660,540141,0.003
5185660,3680083,0.003
5185660,4412324,0.003
5185660,24574859,0.003
5185660,5750,0.003
5185660,137740,0.002
5185660,7384334,0.002
5185660,900411,0.805
5185660,126104,0.171
5185660,279540,0.012
5185660,16988,0.012
5185660,860665,0.335
5185660,6424575,0.286
5185660,128755,0.069
5185660,41387967,0.064
5185660,83924,0.057
5185660,1097182,0.04
5185660,34695,0.035
5185660,27856297,0.034
5185660,35755,0.014
5185660,1295288,0.008
5185660,5495083,0.008
5185660,26122346,0.007
5185660,207595,0.005
5185660,39480120,0.004
5185660,465422,0.004
5185660,14639,0.004
5185660,848085,0.004
5185660,7784737,0.003
5185660,12538331,0.002
5185660,64367,0.002
5185660,46048,0.002
5185660,103932,0.002
5185660,9583167,0.002
5185660,5625313,0.002
5185660,490833,0.001
5185660,100193,0.001
5185660,1370580,0.001
5185660,36207117,0.001
5185660,856222,0.001
5185660,2129,0.001
5185660,252962,0.844
5185660,22395670,0.061
5185660,1275858,0.032
5185660,7600245,0.008
5185660,214139,0.007
5185660,2107076,0.006
5185660,1560884,0.006
5185660,44163516,0.005
5185660,16110443,0.005
5185660,40197626,0.002
5185660,29234112,0.002
5185660,10234267,0.002
5185660,1793964,0.002
5185660,1799792,0.002
5185660,46328590,0.002
5185660,5167505,0.002
5185660,3449303,0.001
5185660,20001191,0.001
5185660,5826638,0.001
5185660,3478059,0.001
5185660,493968,0.001
5185660,183673,0.001
5185660,1587455,0.001
5185660,271622,0.001
5185660,3521469,0.001
5185660,2636763,0.001
5185660,829526,0.001
5185660,11207756,0.001
5185660,10656223,0.001
5185660,12930004,0.001
5185660,73962,0.919
5185660,10798641,0.013
5185660,1221346,0.013
5185660,365836,0.007
5185660,26476,0.007
5185660,180104,0.007
5185660,22321,0.007
5185660,19714,0.007
5185660,11063,0.007
5185660,648041,0.007
5185660,39830,0.007
5185660,12663778,0.64
5185660,22748063,0.041
5185660,1760209,0.04
5185660,21266776,0.038
5185660,2858309,0.031
5185660,29522434,0.02
5185660,8822552,0.015
5185660,315097,0.015
5185660,14253034,0.012
5185660,6457044,0.012
5185660,3473145,0.011
5185660,38914089,0.011
5185660,16081083,0.009
5185660,2829457,0.008
5185660,11881858,0.008
5185660,10289836,0.008
5185660,1388441,0.008
5185660,4134851,0.008
5185660,1893754,0.008
5185660,22113954,0.006
5185660,10327656,0.006
5185660,8572152,0.006
5185660,205573,0.006
5185660,5537436,0.006
5185660,2562992,0.005
5185660,633644,0.005
5185660,23474336,0.005
5185660,1909551,0.005
5185660,11875,0.005
5185660,86721,0.005
11352223,70381,1.0
11352223,6634592,0.39
11352223,2036040,0.341
11352223,70381,0.244
11352223,2289,0.024
11352223,681969,0.889
11352223,111951,0.111
11352223,434655,0.556
11352223,10999,0.123
11352223,560055,0.111
11352223,1950595,0.074
11352223,1668778,0.049
11352223,1237597,0.012
11352223,4692022,0.012
11352223,11352223,0.012
11352223,2886187,0.012
11352223,4806563,0.012
11352223,1051390,0.012
11352223,9953157,0.012
11352223,47395,0.91
11352223,349548,0.034
11352223,1796022,0.022
11352223,14199775,0.011
11352223,463703,0.011
11352223,534930,0.011
11352223,95713,0.345
11352223,7208,0.182
11352223,47395,0.075
11352223,4300217,0.068
11352223,102313,0.063
11352223,2364438,0.06
11352223,10216,0.054
11352223,3227,0.03
11352223,3847,0.03
11352223,26476,0.029
11352223,1102761,0.008
11352223,30503,0.006
11352223,29040,0.006
11352223,244381,0.006
11352223,1623628,0.006
11352223,19598234,0.005
11352223,3375226,0.005
11352223,448862,0.003
11352223,1659,0.003
11352223,1289052,0.003
11352223,2022649,0.002
11352223,117453,0.002
11352223,7006901,0.002
11352223,472188,0.002
11352223,2286589,0.002
11352223,4987015,0.002
11352223,313894,0.002
11352223,4509724,0.002
11352223,143899,0.002
11352223,113062,0.002
11352223,474988,0.706
11352223,534930,0.176
11352223,216296,0.059
11352223,1859381,0.059
11352223,6013193,0.909
11352223,216296,0.023
11352223,463703,0.013
11352223,15655,0.012
11352223,95713,0.007
11352223,2286589,0.005
11352223,534930,0.005
11352223,47395,0.004
11352223,838736,0.004
11352223,211513,0.004
11352223,111951,0.004
11352223,690815,0.002
11352223,93018,0.002
11352223,35996,0.002
11352223,2294695,0.001
11352223,1153097,0.001
11352223,4175141,0.001
11352223,3871688,0.001
11352223,7208,0.001
11352223,85066,0.001
11352223,46647,0.001
11352223,3506071,0.377
11352223,571363,0.193
11352223,838736,0.152
11352223,3871688,0.058
11352223,210413,0.039
11352223,14793288,0.026
11352223,13606342,0.024
11352223,22898577,0.015
11352223,9973512,0.013
11352223,7476577,0.013
11352223,3945455,0.011
11352223,681969,0.009
11352223,483058,0.009
11352223,15221596,0.006
11352223,6004537,0.006
11352223,9271155,0.004
11352223,1506919,0.004
11352223,10864441,0.004
11352223,4450522,0.004
11352223,1658949,0.004
11352223,165056,0.004
11352223,413772,0.004
11352223,20677343,0.004
11352223,4356436,0.002
11352223,4960234,0.002
11352223,234840,0.002
11352223,20483759,0.002
11352223,311854,0.002
11352223,1420091,0.002
11352223,2403703,0.002
11352223,931642,0.179
11352223,1090826,0.107
11352223,472139,0.107
11352223,2509171,0.071
11352223,986015,0.071
11352223,2785418,0.071
11352223,301906,0.071
11352223,973269,0.036
11352223,816901,0.036
11352223,464226,0.036
11352223,810748,0.036
11352223,207846,0.036
11352223,170543,0.036
11352223,46603522,0.036
11352223,971554,0.036
11352223,597111,0.036
11352223,111951,0.141
11352223,216296,0.13
11352223,248818,0.103
11352223,4175141,0.097
11352223,93018,0.085
11352223,3871688,0.068
11352223,516168,0.063
11352223,43554145,0.043
11352223,15655,0.042
11352223,19864447,0.039
11352223,372013,0.038
11352223,1540597,0.03
11352223,47395,0.027
11352223,85066,0.021
11352223,690815,0.021
11352223,681969,0.018
11352223,35996,0.013
11352223,7208,0.007
11352223,3847,0.007
11352223,95713,0.004
11352223,534930,0.001
11352223,3599407,0.001
11352223,973550,0.001
11352223,2316643,0.001
11352223,2286589,0.001
11352223,463703,0.0
11352223,1087957,0.0
11352223,11352223,0.429
11352223,18329853,0.321
11352223,2132216,0.214
11352223,6351798,0.036
11352223,111951,0.14
11352223,216296,0.13
